,users,component,instances,RAM,CPU,STORAGE,technology
1911,4302,mem_db,1,8,4,10,caas
1912,3781,nginx,4,32,32,1020,caas
1913,3781,framework,1,32,8,600,caas
1914,3781,rel_db,1,24,8,100,caas
1915,3781,mem_db,1,8,4,10,caas
1916,2920,nginx,3,24,24,765,caas
1917,2920,framework,1,32,8,600,caas
1918,2920,rel_db,1,24,8,100,caas
1919,2920,mem_db,1,8,4,10,caas
1920,3318,nginx,4,32,32,1020,caas
1921,3318,framework,1,32,8,600,caas
1922,3318,rel_db,1,24,8,100,caas
1923,3318,mem_db,1,8,4,10,caas
1924,2762,nginx,3,24,24,765,caas
1925,2762,framework,1,32,8,600,caas
1926,2762,rel_db,1,24,8,100,caas
1927,2762,mem_db,1,8,4,10,caas
1928,1593,nginx,2,16,16,510,caas
1929,1593,framework,1,32,8,600,caas
1930,1593,rel_db,1,24,8,100,caas
1931,1593,mem_db,1,8,4,10,caas
1932,2335,nginx,3,24,24,765,caas
1933,2335,framework,1,32,8,600,caas
1934,2335,rel_db,1,24,8,100,caas
1935,2335,mem_db,1,8,4,10,caas
1936,4901,nginx,5,40,40,1275,caas
1937,4901,framework,1,32,8,600,caas
1938,4901,rel_db,1,24,8,100,caas
1939,4901,mem_db,1,8,4,10,caas
1940,1352,nginx,2,16,16,510,caas
1941,1352,framework,1,32,8,600,caas
1942,1352,rel_db,1,24,8,100,caas
1943,1352,mem_db,1,8,4,10,caas
1944,3223,nginx,4,32,32,1020,caas
1945,3223,framework,1,32,8,600,caas
1946,3223,rel_db,1,24,8,100,caas
1947,3223,mem_db,1,8,4,10,caas
1948,3838,nginx,4,32,32,1020,caas
1949,3838,framework,1,32,8,600,caas
1950,3838,rel_db,1,24,8,100,caas
1951,3838,mem_db,1,8,4,10,caas
1952,4343,nginx,5,40,40,1275,caas
1953,4343,framework,1,32,8,600,caas
1954,4343,rel_db,1,24,8,100,caas
1955,4343,mem_db,1,8,4,10,caas
1956,1757,nginx,2,16,16,510,caas
1957,1757,framework,1,32,8,600,caas
1958,1757,rel_db,1,24,8,100,caas
1959,1757,mem_db,1,8,4,10,caas
1960,3757,nginx,4,32,32,1020,caas
1961,3757,framework,1,32,8,600,caas
1962,3757,rel_db,1,24,8,100,caas
1963,3757,mem_db,1,8,4,10,caas
1964,2821,nginx,3,24,24,765,caas
1965,2821,framework,1,32,8,600,caas
1966,2821,rel_db,1,24,8,100,caas
1967,2821,mem_db,1,8,4,10,caas
1968,2425,nginx,3,24,24,765,caas
1969,2425,framework,1,32,8,600,caas
1970,2425,rel_db,1,24,8,100,caas
1971,2425,mem_db,1,8,4,10,caas
1972,2710,nginx,3,24,24,765,caas
1973,2710,framework,1,32,8,600,caas
1974,2710,rel_db,1,24,8,100,caas
1975,2710,mem_db,1,8,4,10,caas
1976,4083,nginx,4,32,32,1020,caas
1977,4083,framework,1,32,8,600,caas
1978,4083,rel_db,1,24,8,100,caas
1979,4083,mem_db,1,8,4,10,caas
1980,4269,nginx,5,40,40,1275,caas
1981,4269,framework,1,32,8,600,caas
1982,4269,rel_db,1,24,8,100,caas
1983,4269,mem_db,1,8,4,10,caas
1984,2787,nginx,3,24,24,765,caas
1985,2787,framework,1,32,8,600,caas
1986,2787,rel_db,1,24,8,100,caas
1987,2787,mem_db,1,8,4,10,caas
1988,2601,nginx,3,24,24,765,caas
1989,2601,framework,1,32,8,600,caas
1990,2601,rel_db,1,24,8,100,caas
1991,2601,mem_db,1,8,4,10,caas
1992,1851,nginx,2,16,16,510,caas
1993,1851,framework,1,32,8,600,caas
1994,1851,rel_db,1,24,8,100,caas
1995,1851,mem_db,1,8,4,10,caas
1996,2357,nginx,3,24,24,765,caas
1997,2357,framework,1,32,8,600,caas
1998,2357,rel_db,1,24,8,100,caas
1999,2357,mem_db,1,8,4,10,caas
2000,9627,nginx,10,80,80,2550,caas
2001,9627,framework,1,32,8,600,caas
2002,9627,rel_db,2,48,16,200,caas
2003,9627,mem_db,1,8,4,10,caas
2004,5442,nginx,6,48,48,1530,caas
2005,5442,framework,1,32,8,600,caas
2006,5442,rel_db,2,48,16,200,caas
2007,5442,mem_db,1,8,4,10,caas
2008,9033,nginx,9,72,72,2295,caas
2009,9033,framework,1,32,8,600,caas
2010,9033,rel_db,2,48,16,200,caas
2011,9033,mem_db,1,8,4,10,caas
2012,5501,nginx,6,48,48,1530,caas
2013,5501,framework,1,32,8,600,caas
2014,5501,rel_db,2,48,16,200,caas
2015,5501,mem_db,1,8,4,10,caas
2016,7562,nginx,8,64,64,2040,caas
2017,7562,framework,1,32,8,600,caas
2018,7562,rel_db,2,48,16,200,caas
2019,7562,mem_db,1,8,4,10,caas
2020,7764,nginx,8,64,64,2040,caas
2021,7764,framework,1,32,8,600,caas
2022,7764,rel_db,2,48,16,200,caas
2023,7764,mem_db,1,8,4,10,caas
2024,8821,nginx,9,72,72,2295,caas
2025,8821,framework,1,32,8,600,caas
2026,8821,rel_db,2,48,16,200,caas
2027,8821,mem_db,1,8,4,10,caas
2028,9246,nginx,10,80,80,2550,caas
2029,9246,framework,1,32,8,600,caas
2030,9246,rel_db,2,48,16,200,caas
2031,9246,mem_db,1,8,4,10,caas
2032,7128,nginx,7,56,56,1785,caas
2033,7128,framework,1,32,8,600,caas
2034,7128,rel_db,2,48,16,200,caas
2035,7128,mem_db,1,8,4,10,caas
2036,7096,nginx,7,56,56,1785,caas
2037,7096,framework,1,32,8,600,caas
2038,7096,rel_db,2,48,16,200,caas
2039,7096,mem_db,1,8,4,10,caas
2040,7273,nginx,8,64,64,2040,caas
2041,7273,framework,1,32,8,600,caas
2042,7273,rel_db,2,48,16,200,caas
2043,7273,mem_db,1,8,4,10,caas
2044,5553,nginx,6,48,48,1530,caas
2045,5553,framework,1,32,8,600,caas
2046,5553,rel_db,2,48,16,200,caas
2047,5553,mem_db,1,8,4,10,caas
2048,9501,nginx,10,80,80,2550,caas
2049,9501,framework,1,32,8,600,caas
2050,9501,rel_db,2,48,16,200,caas
2051,9501,mem_db,1,8,4,10,caas
2052,6349,nginx,7,56,56,1785,caas
2053,6349,framework,1,32,8,600,caas
2054,6349,rel_db,2,48,16,200,caas
2055,6349,mem_db,1,8,4,10,caas
2056,8878,nginx,9,72,72,2295,caas
2057,8878,framework,1,32,8,600,caas
2058,8878,rel_db,2,48,16,200,caas
2059,8878,mem_db,1,8,4,10,caas
2060,9981,nginx,10,80,80,2550,caas
2061,9981,framework,1,32,8,600,caas
2062,9981,rel_db,2,48,16,200,caas
2063,9981,mem_db,1,8,4,10,caas
2064,5039,nginx,5,40,40,1275,caas
2065,5039,framework,1,32,8,600,caas
2066,5039,rel_db,2,48,16,200,caas
2067,5039,mem_db,1,8,4,10,caas
2068,8981,nginx,9,72,72,2295,caas
2069,8981,framework,1,32,8,600,caas
2070,8981,rel_db,2,48,16,200,caas
2071,8981,mem_db,1,8,4,10,caas
2072,8029,nginx,8,64,64,2040,caas
2073,8029,framework,1,32,8,600,caas
2074,8029,rel_db,2,48,16,200,caas
2075,8029,mem_db,1,8,4,10,caas
2076,7462,nginx,8,64,64,2040,caas
2077,7462,framework,1,32,8,600,caas
2078,7462,rel_db,2,48,16,200,caas
2079,7462,mem_db,1,8,4,10,caas
2080,8886,nginx,9,72,72,2295,caas
2081,8886,framework,1,32,8,600,caas
2082,8886,rel_db,2,48,16,200,caas
2083,8886,mem_db,1,8,4,10,caas
2084,7792,nginx,8,64,64,2040,caas
2085,7792,framework,1,32,8,600,caas
2086,7792,rel_db,2,48,16,200,caas
2087,7792,mem_db,1,8,4,10,caas
2088,7357,nginx,8,64,64,2040,caas
2089,7357,framework,1,32,8,600,caas
2090,7357,rel_db,2,48,16,200,caas
2091,7357,mem_db,1,8,4,10,caas
2092,9564,nginx,10,80,80,2550,caas
2093,9564,framework,1,32,8,600,caas
2094,9564,rel_db,2,48,16,200,caas
2095,9564,mem_db,1,8,4,10,caas
2096,5860,nginx,6,48,48,1530,caas
2097,5860,framework,1,32,8,600,caas
2098,5860,rel_db,2,48,16,200,caas
2099,5860,mem_db,1,8,4,10,caas
2100,8600,nginx,9,72,72,2295,caas
2101,8600,framework,1,32,8,600,caas
2102,8600,rel_db,2,48,16,200,caas
2103,8600,mem_db,1,8,4,10,caas
2104,8893,nginx,9,72,72,2295,caas
2105,8893,framework,1,32,8,600,caas
2106,8893,rel_db,2,48,16,200,caas
2107,8893,mem_db,1,8,4,10,caas
2108,5047,nginx,5,40,40,1275,caas
2109,5047,framework,1,32,8,600,caas
2110,5047,rel_db,2,48,16,200,caas
2111,5047,mem_db,1,8,4,10,caas
2112,7298,nginx,8,64,64,2040,caas
2113,7298,framework,1,32,8,600,caas
2114,7298,rel_db,2,48,16,200,caas
2115,7298,mem_db,1,8,4,10,caas
2116,5086,nginx,5,40,40,1275,caas
2117,5086,framework,1,32,8,600,caas
2118,5086,rel_db,2,48,16,200,caas
2119,5086,mem_db,1,8,4,10,caas
2120,8488,nginx,9,72,72,2295,caas
2121,8488,framework,1,32,8,600,caas
2122,8488,rel_db,2,48,16,200,caas
2123,8488,mem_db,1,8,4,10,caas
2124,9206,nginx,9,72,72,2295,caas
2125,9206,framework,1,32,8,600,caas
2126,9206,rel_db,2,48,16,200,caas
2127,9206,mem_db,1,8,4,10,caas
2128,7813,nginx,8,64,64,2040,caas
2129,7813,framework,1,32,8,600,caas
2130,7813,rel_db,2,48,16,200,caas
2131,7813,mem_db,1,8,4,10,caas
2132,5589,nginx,6,48,48,1530,caas
2133,5589,framework,1,32,8,600,caas
2134,5589,rel_db,2,48,16,200,caas
2135,5589,mem_db,1,8,4,10,caas
2136,5011,nginx,5,40,40,1275,caas
2137,5011,framework,1,32,8,600,caas
2138,5011,rel_db,2,48,16,200,caas
2139,5011,mem_db,1,8,4,10,caas
2140,6379,nginx,7,56,56,1785,caas
2141,6379,framework,1,32,8,600,caas
2142,6379,rel_db,2,48,16,200,caas
2143,6379,mem_db,1,8,4,10,caas
2144,7233,nginx,8,64,64,2040,caas
2145,7233,framework,1,32,8,600,caas
2146,7233,rel_db,2,48,16,200,caas
2147,7233,mem_db,1,8,4,10,caas
2148,7720,nginx,8,64,64,2040,caas
2149,7720,framework,1,32,8,600,caas
2150,7720,rel_db,2,48,16,200,caas
2151,7720,mem_db,1,8,4,10,caas
2152,7721,nginx,8,64,64,2040,caas
2153,7721,framework,1,32,8,600,caas
2154,7721,rel_db,2,48,16,200,caas
2155,7721,mem_db,1,8,4,10,caas
2156,6026,nginx,6,48,48,1530,caas
2157,6026,framework,1,32,8,600,caas
2158,6026,rel_db,2,48,16,200,caas
2159,6026,mem_db,1,8,4,10,caas
2160,5175,nginx,6,48,48,1530,caas
2161,5175,framework,1,32,8,600,caas
2162,5175,rel_db,2,48,16,200,caas
2163,5175,mem_db,1,8,4,10,caas
2164,8102,nginx,8,64,64,2040,caas
2165,8102,framework,1,32,8,600,caas
2166,8102,rel_db,2,48,16,200,caas
2167,8102,mem_db,1,8,4,10,caas
2168,8356,nginx,9,72,72,2295,caas
2169,8356,framework,1,32,8,600,caas
2170,8356,rel_db,2,48,16,200,caas
2171,8356,mem_db,1,8,4,10,caas
2172,9262,nginx,10,80,80,2550,caas
2173,9262,framework,1,32,8,600,caas
2174,9262,rel_db,2,48,16,200,caas
2175,9262,mem_db,1,8,4,10,caas
2176,5305,nginx,6,48,48,1530,caas
2177,5305,framework,1,32,8,600,caas
2178,5305,rel_db,2,48,16,200,caas
2179,5305,mem_db,1,8,4,10,caas
2180,5592,nginx,6,48,48,1530,caas
2181,5592,framework,1,32,8,600,caas
2182,5592,rel_db,2,48,16,200,caas
2183,5592,mem_db,1,8,4,10,caas
2184,9437,nginx,10,80,80,2550,caas
2185,9437,framework,1,32,8,600,caas
2186,9437,rel_db,2,48,16,200,caas
2187,9437,mem_db,1,8,4,10,caas
2188,5954,nginx,6,48,48,1530,caas
2189,5954,framework,1,32,8,600,caas
2190,5954,rel_db,2,48,16,200,caas
2191,5954,mem_db,1,8,4,10,caas
2192,9369,nginx,10,80,80,2550,caas
2193,9369,framework,1,32,8,600,caas
2194,9369,rel_db,2,48,16,200,caas
2195,9369,mem_db,1,8,4,10,caas
2196,8441,nginx,9,72,72,2295,caas
2197,8441,framework,1,32,8,600,caas
2198,8441,rel_db,2,48,16,200,caas
2199,8441,mem_db,1,8,4,10,caas
2200,6449,nginx,7,56,56,1785,caas
2201,6449,framework,1,32,8,600,caas
2202,6449,rel_db,2,48,16,200,caas
2203,6449,mem_db,1,8,4,10,caas
2204,9882,nginx,10,80,80,2550,caas
2205,9882,framework,1,32,8,600,caas
2206,9882,rel_db,2,48,16,200,caas
2207,9882,mem_db,1,8,4,10,caas
2208,9871,nginx,10,80,80,2550,caas
2209,9871,framework,1,32,8,600,caas
2210,9871,rel_db,2,48,16,200,caas
2211,9871,mem_db,1,8,4,10,caas
2212,9062,nginx,9,72,72,2295,caas
2213,9062,framework,1,32,8,600,caas
2214,9062,rel_db,2,48,16,200,caas
2215,9062,mem_db,1,8,4,10,caas
2216,7001,nginx,7,56,56,1785,caas
2217,7001,framework,1,32,8,600,caas
2218,7001,rel_db,2,48,16,200,caas
2219,7001,mem_db,1,8,4,10,caas
2220,5976,nginx,6,48,48,1530,caas
2221,5976,framework,1,32,8,600,caas
2222,5976,rel_db,2,48,16,200,caas
2223,5976,mem_db,1,8,4,10,caas
2224,8745,nginx,9,72,72,2295,caas
2225,8745,framework,1,32,8,600,caas
2226,8745,rel_db,2,48,16,200,caas
2227,8745,mem_db,1,8,4,10,caas
2228,5188,nginx,6,48,48,1530,caas
2229,5188,framework,1,32,8,600,caas
2230,5188,rel_db,2,48,16,200,caas
2231,5188,mem_db,1,8,4,10,caas
2232,9397,nginx,10,80,80,2550,caas
2233,9397,framework,1,32,8,600,caas
2234,9397,rel_db,2,48,16,200,caas
2235,9397,mem_db,1,8,4,10,caas
2236,9165,nginx,9,72,72,2295,caas
2237,9165,framework,1,32,8,600,caas
2238,9165,rel_db,2,48,16,200,caas
2239,9165,mem_db,1,8,4,10,caas
2240,7247,nginx,8,64,64,2040,caas
2241,7247,framework,1,32,8,600,caas
2242,7247,rel_db,2,48,16,200,caas
2243,7247,mem_db,1,8,4,10,caas
2244,9180,nginx,9,72,72,2295,caas
2245,9180,framework,1,32,8,600,caas
2246,9180,rel_db,2,48,16,200,caas
2247,9180,mem_db,1,8,4,10,caas
2248,6150,nginx,7,56,56,1785,caas
2249,6150,framework,1,32,8,600,caas
2250,6150,rel_db,2,48,16,200,caas
2251,6150,mem_db,1,8,4,10,caas
2252,8448,nginx,9,72,72,2295,caas
2253,8448,framework,1,32,8,600,caas
2254,8448,rel_db,2,48,16,200,caas
2255,8448,mem_db,1,8,4,10,caas
2256,7482,nginx,8,64,64,2040,caas
2257,7482,framework,1,32,8,600,caas
2258,7482,rel_db,2,48,16,200,caas
2259,7482,mem_db,1,8,4,10,caas
2260,5661,nginx,6,48,48,1530,caas
2261,5661,framework,1,32,8,600,caas
2262,5661,rel_db,2,48,16,200,caas
2263,5661,mem_db,1,8,4,10,caas
2264,6145,nginx,7,56,56,1785,caas
2265,6145,framework,1,32,8,600,caas
2266,6145,rel_db,2,48,16,200,caas
2267,6145,mem_db,1,8,4,10,caas
2268,5411,nginx,6,48,48,1530,caas
2269,5411,framework,1,32,8,600,caas
2270,5411,rel_db,2,48,16,200,caas
2271,5411,mem_db,1,8,4,10,caas
2272,6514,nginx,7,56,56,1785,caas
2273,6514,framework,1,32,8,600,caas
2274,6514,rel_db,2,48,16,200,caas
2275,6514,mem_db,1,8,4,10,caas
2276,5522,nginx,6,48,48,1530,caas
2277,5522,framework,1,32,8,600,caas
2278,5522,rel_db,2,48,16,200,caas
2279,5522,mem_db,1,8,4,10,caas
2280,8196,nginx,9,72,72,2295,caas
2281,8196,framework,1,32,8,600,caas
2282,8196,rel_db,2,48,16,200,caas
2283,8196,mem_db,1,8,4,10,caas
2284,7512,nginx,8,64,64,2040,caas
2285,7512,framework,1,32,8,600,caas
2286,7512,rel_db,2,48,16,200,caas
2287,7512,mem_db,1,8,4,10,caas
2288,8466,nginx,9,72,72,2295,caas
2289,8466,framework,1,32,8,600,caas
2290,8466,rel_db,2,48,16,200,caas
2291,8466,mem_db,1,8,4,10,caas
2292,7598,nginx,8,64,64,2040,caas
2293,7598,framework,1,32,8,600,caas
2294,7598,rel_db,2,48,16,200,caas
2295,7598,mem_db,1,8,4,10,caas
2296,8773,nginx,9,72,72,2295,caas
2297,8773,framework,1,32,8,600,caas
2298,8773,rel_db,2,48,16,200,caas
2299,8773,mem_db,1,8,4,10,caas
2300,5360,nginx,6,48,48,1530,caas
2301,5360,framework,1,32,8,600,caas
2302,5360,rel_db,2,48,16,200,caas
2303,5360,mem_db,1,8,4,10,caas
2304,7052,nginx,7,56,56,1785,caas
2305,7052,framework,1,32,8,600,caas
2306,7052,rel_db,2,48,16,200,caas
2307,7052,mem_db,1,8,4,10,caas
2308,9190,nginx,9,72,72,2295,caas
2309,9190,framework,1,32,8,600,caas
2310,9190,rel_db,2,48,16,200,caas
2311,9190,mem_db,1,8,4,10,caas
2312,5618,nginx,6,48,48,1530,caas
2313,5618,framework,1,32,8,600,caas
2314,5618,rel_db,2,48,16,200,caas
2315,5618,mem_db,1,8,4,10,caas
2316,8050,nginx,8,64,64,2040,caas
2317,8050,framework,1,32,8,600,caas
2318,8050,rel_db,2,48,16,200,caas
2319,8050,mem_db,1,8,4,10,caas
2320,5937,nginx,6,48,48,1530,caas
2321,5937,framework,1,32,8,600,caas
2322,5937,rel_db,2,48,16,200,caas
2323,5937,mem_db,1,8,4,10,caas
2324,9848,nginx,10,80,80,2550,caas
2325,9848,framework,1,32,8,600,caas
2326,9848,rel_db,2,48,16,200,caas
2327,9848,mem_db,1,8,4,10,caas
2328,5459,nginx,6,48,48,1530,caas
2329,5459,framework,1,32,8,600,caas
2330,5459,rel_db,2,48,16,200,caas
2331,5459,mem_db,1,8,4,10,caas
2332,8409,nginx,9,72,72,2295,caas
2333,8409,framework,1,32,8,600,caas
2334,8409,rel_db,2,48,16,200,caas
2335,8409,mem_db,1,8,4,10,caas
2336,8611,nginx,9,72,72,2295,caas
2337,8611,framework,1,32,8,600,caas
2338,8611,rel_db,2,48,16,200,caas
2339,8611,mem_db,1,8,4,10,caas
2340,5264,nginx,6,48,48,1530,caas
2341,5264,framework,1,32,8,600,caas
2342,5264,rel_db,2,48,16,200,caas
2343,5264,mem_db,1,8,4,10,caas
2344,9121,nginx,9,72,72,2295,caas
2345,9121,framework,1,32,8,600,caas
2346,9121,rel_db,2,48,16,200,caas
2347,9121,mem_db,1,8,4,10,caas
2348,6726,nginx,7,56,56,1785,caas
2349,6726,framework,1,32,8,600,caas
2350,6726,rel_db,2,48,16,200,caas
2351,6726,mem_db,1,8,4,10,caas
2352,5723,nginx,6,48,48,1530,caas
2353,5723,framework,1,32,8,600,caas
2354,5723,rel_db,2,48,16,200,caas
2355,5723,mem_db,1,8,4,10,caas
2356,5058,nginx,5,40,40,1275,caas
2357,5058,framework,1,32,8,600,caas
2358,5058,rel_db,2,48,16,200,caas
2359,5058,mem_db,1,8,4,10,caas
2360,6653,nginx,7,56,56,1785,caas
2361,6653,framework,1,32,8,600,caas
2362,6653,rel_db,2,48,16,200,caas
2363,6653,mem_db,1,8,4,10,caas
2364,7947,nginx,8,64,64,2040,caas
2365,7947,framework,1,32,8,600,caas
2366,7947,rel_db,2,48,16,200,caas
2367,7947,mem_db,1,8,4,10,caas
2368,8809,nginx,9,72,72,2295,caas
2369,8809,framework,1,32,8,600,caas
2370,8809,rel_db,2,48,16,200,caas
2371,8809,mem_db,1,8,4,10,caas
2372,7053,nginx,7,56,56,1785,caas
2373,7053,framework,1,32,8,600,caas
2374,7053,rel_db,2,48,16,200,caas
2375,7053,mem_db,1,8,4,10,caas
2376,9629,nginx,10,80,80,2550,caas
2377,9629,framework,1,32,8,600,caas
2378,9629,rel_db,2,48,16,200,caas
2379,9629,mem_db,1,8,4,10,caas
2380,5489,nginx,6,48,48,1530,caas
2381,5489,framework,1,32,8,600,caas
2382,5489,rel_db,2,48,16,200,caas
2383,5489,mem_db,1,8,4,10,caas
2384,7060,nginx,7,56,56,1785,caas
2385,7060,framework,1,32,8,600,caas
2386,7060,rel_db,2,48,16,200,caas
2387,7060,mem_db,1,8,4,10,caas
2388,6523,nginx,7,56,56,1785,caas
2389,6523,framework,1,32,8,600,caas
2390,6523,rel_db,2,48,16,200,caas
2391,6523,mem_db,1,8,4,10,caas
2392,6933,nginx,7,56,56,1785,caas
2393,6933,framework,1,32,8,600,caas
2394,6933,rel_db,2,48,16,200,caas
2395,6933,mem_db,1,8,4,10,caas
2396,7494,nginx,8,64,64,2040,caas
2397,7494,framework,1,32,8,600,caas
2398,7494,rel_db,2,48,16,200,caas
2399,7494,mem_db,1,8,4,10,caas
2400,34980,nginx,35,280,280,8925,caas
2401,34980,framework,1,32,8,600,caas
2402,34980,rel_db,7,168,56,700,caas
2403,34980,mem_db,4,32,16,40,caas
2404,17518,nginx,18,144,144,4590,caas
2405,17518,framework,1,32,8,600,caas
2406,17518,rel_db,4,96,32,400,caas
2407,17518,mem_db,2,16,8,20,caas
2408,12236,nginx,12,96,96,3060,caas
2409,12236,framework,1,32,8,600,caas
2410,12236,rel_db,3,72,24,300,caas
2411,12236,mem_db,2,16,8,20,caas
2412,19856,nginx,20,160,160,5100,caas
2413,19856,framework,1,32,8,600,caas
2414,19856,rel_db,4,96,32,400,caas
2415,19856,mem_db,2,16,8,20,caas
2416,77465,nginx,76,608,608,19380,caas
2417,77465,framework,2,64,16,1200,caas
2418,77465,rel_db,16,384,128,1600,caas
2419,77465,mem_db,8,64,32,80,caas
2420,15692,nginx,16,128,128,4080,caas
2421,15692,framework,1,32,8,600,caas
2422,15692,rel_db,4,96,32,400,caas
2423,15692,mem_db,2,16,8,20,caas
2424,53375,nginx,53,424,424,13515,caas
2425,53375,framework,1,32,8,600,caas
2426,53375,rel_db,11,264,88,1100,caas
2427,53375,mem_db,6,48,24,60,caas
2428,28125,nginx,28,224,224,7140,caas
2429,28125,framework,1,32,8,600,caas
2430,28125,rel_db,6,144,48,600,caas
2431,28125,mem_db,3,24,12,30,caas
2432,59268,nginx,58,464,464,14790,caas
2433,59268,framework,1,32,8,600,caas
2434,59268,rel_db,12,288,96,1200,caas
2435,59268,mem_db,6,48,24,60,caas
2436,61709,nginx,61,488,488,15555,caas
2437,61709,framework,1,32,8,600,caas
2438,61709,rel_db,13,312,104,1300,caas
2439,61709,mem_db,7,56,28,70,caas
2440,52597,nginx,52,416,416,13260,caas
2441,52597,framework,1,32,8,600,caas
2442,52597,rel_db,11,264,88,1100,caas
2443,52597,mem_db,6,48,24,60,caas
2444,21385,nginx,21,168,168,5355,caas
2445,21385,framework,1,32,8,600,caas
2446,21385,rel_db,5,120,40,500,caas
2447,21385,mem_db,3,24,12,30,caas
2448,12788,nginx,13,104,104,3315,caas
2449,12788,framework,1,32,8,600,caas
2450,12788,rel_db,3,72,24,300,caas
2451,12788,mem_db,2,16,8,20,caas
2452,15491,nginx,16,128,128,4080,caas
2453,15491,framework,1,32,8,600,caas
2454,15491,rel_db,4,96,32,400,caas
2455,15491,mem_db,2,16,8,20,caas
2456,39238,nginx,39,312,312,9945,caas
2457,39238,framework,1,32,8,600,caas
2458,39238,rel_db,8,192,64,800,caas
2459,39238,mem_db,4,32,16,40,caas
2460,65439,nginx,64,512,512,16320,caas
2461,65439,framework,1,32,8,600,caas
2462,65439,rel_db,14,336,112,1400,caas
2463,65439,mem_db,7,56,28,70,caas
2464,32405,nginx,32,256,256,8160,caas
2465,32405,framework,1,32,8,600,caas
2466,32405,rel_db,7,168,56,700,caas
2467,32405,mem_db,4,32,16,40,caas
2468,65793,nginx,65,520,520,16575,caas
2469,65793,framework,2,64,16,1200,caas
2470,65793,rel_db,14,336,112,1400,caas
2471,65793,mem_db,7,56,28,70,caas
2472,75229,nginx,74,592,592,18870,caas
2473,75229,framework,2,64,16,1200,caas
2474,75229,rel_db,16,384,128,1600,caas
2475,75229,mem_db,8,64,32,80,caas
2476,63005,nginx,62,496,496,15810,caas
2477,63005,framework,1,32,8,600,caas
2478,63005,rel_db,13,312,104,1300,caas
2479,63005,mem_db,7,56,28,70,caas
2480,68088,nginx,67,536,536,17085,caas
2481,68088,framework,2,64,16,1200,caas
2482,68088,rel_db,14,336,112,1400,caas
2483,68088,mem_db,7,56,28,70,caas
2484,36116,nginx,36,288,288,9180,caas
2485,36116,framework,1,32,8,600,caas
2486,36116,rel_db,8,192,64,800,caas
2487,36116,mem_db,4,32,16,40,caas
2488,64103,nginx,63,504,504,16065,caas
2489,64103,framework,1,32,8,600,caas
2490,64103,rel_db,13,312,104,1300,caas
2491,64103,mem_db,7,56,28,70,caas
2492,50793,nginx,50,400,400,12750,caas
2493,50793,framework,1,32,8,600,caas
2494,50793,rel_db,11,264,88,1100,caas
2495,50793,mem_db,6,48,24,60,caas
2496,38699,nginx,38,304,304,9690,caas
2497,38699,framework,1,32,8,600,caas
2498,38699,rel_db,8,192,64,800,caas
2499,38699,mem_db,4,32,16,40,caas
2500,61308,nginx,60,480,480,15300,caas
2501,61308,framework,1,32,8,600,caas
2502,61308,rel_db,13,312,104,1300,caas
2503,61308,mem_db,7,56,28,70,caas
2504,31933,nginx,32,256,256,8160,caas
2505,31933,framework,1,32,8,600,caas
2506,31933,rel_db,7,168,56,700,caas
2507,31933,mem_db,4,32,16,40,caas
2508,26259,nginx,26,208,208,6630,caas
2509,26259,framework,1,32,8,600,caas
2510,26259,rel_db,6,144,48,600,caas
2511,26259,mem_db,3,24,12,30,caas
2512,62779,nginx,62,496,496,15810,caas
2513,62779,framework,1,32,8,600,caas
2514,62779,rel_db,13,312,104,1300,caas
2515,62779,mem_db,7,56,28,70,caas
2516,38243,nginx,38,304,304,9690,caas
2517,38243,framework,1,32,8,600,caas
2518,38243,rel_db,8,192,64,800,caas
2519,38243,mem_db,4,32,16,40,caas
2520,12837,nginx,13,104,104,3315,caas
2521,12837,framework,1,32,8,600,caas
2522,12837,rel_db,3,72,24,300,caas
2523,12837,mem_db,2,16,8,20,caas
2524,60321,nginx,59,472,472,15045,caas
2525,60321,framework,1,32,8,600,caas
2526,60321,rel_db,13,312,104,1300,caas
2527,60321,mem_db,7,56,28,70,caas
2528,75060,nginx,74,592,592,18870,caas
2529,75060,framework,2,64,16,1200,caas
2530,75060,rel_db,16,384,128,1600,caas
2531,75060,mem_db,8,64,32,80,caas
2532,71903,nginx,71,568,568,18105,caas
2533,71903,framework,2,64,16,1200,caas
2534,71903,rel_db,15,360,120,1500,caas
2535,71903,mem_db,8,64,32,80,caas
2536,10734,nginx,11,88,88,2805,caas
2537,10734,framework,1,32,8,600,caas
2538,10734,rel_db,3,72,24,300,caas
2539,10734,mem_db,2,16,8,20,caas
2540,25191,nginx,25,200,200,6375,caas
2541,25191,framework,1,32,8,600,caas
2542,25191,rel_db,6,144,48,600,caas
2543,25191,mem_db,3,24,12,30,caas
2544,57445,nginx,57,456,456,14535,caas
2545,57445,framework,1,32,8,600,caas
2546,57445,rel_db,12,288,96,1200,caas
2547,57445,mem_db,6,48,24,60,caas
2548,66626,nginx,66,528,528,16830,caas
2549,66626,framework,2,64,16,1200,caas
2550,66626,rel_db,14,336,112,1400,caas
2551,66626,mem_db,7,56,28,70,caas
2552,15779,nginx,16,128,128,4080,caas
2553,15779,framework,1,32,8,600,caas
2554,15779,rel_db,4,96,32,400,caas
2555,15779,mem_db,2,16,8,20,caas
2556,25812,nginx,26,208,208,6630,caas
2557,25812,framework,1,32,8,600,caas
2558,25812,rel_db,6,144,48,600,caas
2559,25812,mem_db,3,24,12,30,caas
